PDB codes,VDWAALS 1,EEL 1,EGB 1,ESURF 1,GGAS 1,GSOLV 1,TOTAL 1,VDWAALS 2,EEL 2,EGB 2,ESURF 2,GGAS 2,GSOLV 2,TOTAL 2,Output
"1wwe , 4him",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"1wwe , 4hio",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"1wwe , 4hj7",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"1wwe , 4hj8",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"1wwe , 4pdb",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,0
"1wwe , 5wwe",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"1wwe , 5wwg",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"1wwe , 5wzg",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"1wwe , 5wzj",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"1wwe , 5wzk",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,0
"1wwe , 5z6z",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"1wwe , 6eo6",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"1wwe , 6eo7",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"1wwe , 5ytx",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"1wwe , 5ytv",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"1wwe , 5ytt",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"1wwe , 5yts",-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"1wwf , 1exd",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"1wwf , 1il2",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"1wwf , 1jbr",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"1wwf , 1je8",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"1wwf , 1omh",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"1wwf , 1osb",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"1wwf , 1rkj",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"1wwf , 1s03",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"1wwf , 1s40",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"1wwf , 1u63",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"1wwf , 1u6p",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"1wwf , 1wwd",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"1wwf , 1wwe",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"1wwf , 1wwg",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,1
"1wwf , 1zzi",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"1wwf , 2b6g",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"1wwf , 2err",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"1wwf , 2gkd",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"1wwf , 2glo",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"1wwf , 2kh9",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"1wwf , 2l41",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"1wwf , 2leb",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"1wwf , 2lec",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"1wwf , 2mki",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"1wwf , 2mkk",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"1wwf , 3moj",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"1wwf , 3rn2",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1
"1wwf , 4hid",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"1wwf , 4hik",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"1wwf , 4him",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"1wwf , 4hio",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"1wwf , 4hj7",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"1wwf , 4hj8",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"1wwf , 4pdb",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"1wwf , 5wwe",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"1wwf , 5wwg",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"1wwf , 5wzg",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"1wwf , 5wzj",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"1wwf , 5wzk",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"1wwf , 5z6z",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"1wwf , 6eo6",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"1wwf , 6eo7",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"1wwf , 5ytx",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"1wwf , 5ytv",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"1wwf , 5ytt",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"1wwf , 5yts",-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"1wwg , 1exd",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"1wwg , 1il2",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"1wwg , 1jbr",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"1wwg , 1je8",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"1wwg , 1omh",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"1wwg , 1osb",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"1wwg , 1rkj",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"1wwg , 1s03",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"1wwg , 1s40",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"1wwg , 1u63",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"1wwg , 1u6p",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"1wwg , 1wwd",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"1wwg , 1wwe",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"1wwg , 1wwf",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,0
"1wwg , 1zzi",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"1wwg , 2b6g",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"1wwg , 2err",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"1wwg , 2gkd",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"1wwg , 2glo",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"1wwg , 2kh9",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"1wwg , 2l41",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"1wwg , 2leb",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"1wwg , 2lec",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"1wwg , 2mki",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"1wwg , 2mkk",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"1wwg , 3moj",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"1wwg , 3rn2",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1
"1wwg , 4hid",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"1wwg , 4hik",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"1wwg , 4him",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"1wwg , 4hio",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"1wwg , 4hj7",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"1wwg , 4hj8",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"1wwg , 4pdb",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"1wwg , 5wwe",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"1wwg , 5wwg",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"1wwg , 5wzg",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"1wwg , 5wzj",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"1wwg , 5wzk",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"1wwg , 5z6z",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"1wwg , 6eo6",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"1wwg , 6eo7",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"1wwg , 5ytx",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"1wwg , 5ytv",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"1wwg , 5ytt",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"1wwg , 5yts",-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"1zzi , 1exd",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"1zzi , 1il2",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"1zzi , 1jbr",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,0
"1zzi , 1je8",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"1zzi , 1omh",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"1zzi , 1osb",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"1zzi , 1rkj",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,0
"1zzi , 1s03",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,0
"1zzi , 1s40",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"1zzi , 1u63",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"1zzi , 1u6p",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"1zzi , 1wwd",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,0
"1zzi , 1wwe",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,0
"1zzi , 1wwf",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,0
"1zzi , 1wwg",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,0
"1zzi , 2b6g",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"1zzi , 2err",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"1zzi , 2gkd",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"1zzi , 2glo",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"1zzi , 2kh9",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"1zzi , 2l41",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"1zzi , 2leb",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,0
"1zzi , 2lec",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,0
"1zzi , 2mki",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"1zzi , 2mkk",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,0
"1zzi , 3moj",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"1zzi , 3rn2",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,0
"1zzi , 4hid",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,0
"1zzi , 4hik",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"1zzi , 4him",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"1zzi , 4hio",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"1zzi , 4hj7",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"1zzi , 4hj8",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"1zzi , 4pdb",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,0
"1zzi , 5wwe",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,0
"1zzi , 5wwg",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,0
"1zzi , 5wzg",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"1zzi , 5wzj",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"1zzi , 5wzk",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,0
"1zzi , 5z6z",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"1zzi , 6eo6",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"1zzi , 6eo7",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"1zzi , 5ytx",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,0
"1zzi , 5ytv",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,0
"1zzi , 5ytt",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"1zzi , 5yts",-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"2b6g , 1exd",-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"2b6g , 1il2",-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"2b6g , 1jbr",-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"2b6g , 1je8",-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"2b6g , 1omh",-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,1
"2b6g , 1osb",-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,1
"2b6g , 1rkj",-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
